TAXA,COMMON_NAME,TREE_TYPE,LAT,LONG,X,Z
cornus kousa,japanese dogwood,deciduous,49.264094,-123.256214,2066.757274045251,-991.9391286288775
thuja plicata ,western red cedar ,coniferous,49.270849,-123.249534,2849.849696575583,-1424.2301117993882
carpinus betulus ,european hornbeam ,deciduous,49.268926,-123.252045,2587.8594532883285,-1322.0975917506626
acer circinatum ,vine maple ,deciduous,49.269412,-123.25177,2631.0159250787183,-1360.2667650265053
acer circinatum ,vine maple ,deciduous,49.270933,-123.24893,2892.987850269603,-1411.7053992163965
fraxinus angustifolia ,narrow-leaved ash ,deciduous,49.270638,-123.250554,2773.36927623406,-1438.6067642522803
prunus serrulata,japanese flowering cherry,deciduous,49.262102,-123.250992,2297.000040835696,-617.2649398781377
thuja plicata ,western red cedar ,coniferous,49.271081,-123.248931,2900.695877638431,-1426.2416536623077
acer platanoides ,norway maple ,deciduous,49.270824,-123.24854,2912.2696747398877,-1387.6233699427444
Acer circinatum,vine maple,deciduous,49.271,-123.249057,2888.363416825007,-1422.6345620841435
Acer rubrum,red maple,deciduous,49.260508,-123.25047,2246.763850363148,-443.1360349487318
betula papyrifera ,paperbark birch ,deciduous,49.270951,-123.249237,2874.249075576732,-1424.018657413513
ilex aquifolium ,english holly ,deciduous,49.263004,-123.243189,2844.765831900083,-437.48066653135743
quercus myrsinifolia,chinese evergreen oak,deciduous,49.265823,-123.250736,2508.83159709716,-973.0659595641038
platanus x hispanica,london plane,deciduous,49.265421,-123.251459,2441.3584651962356,-958.5248432793608
prunus serrulata,japanese flowering cherry,deciduous,49.25825,-123.241151,2725.8592251907316,98.39996994033959
fraxinus ornus,flowering ash,deciduous,49.258375,-123.240802,2754.8061933508156,98.14450388965702
fraxinus americana,american ash,deciduous,49.25879,-123.239627,2851.9564354775107,97.85599507053121
prunus serrulata,japanese flowering cherry,deciduous,49.25822,-123.241247,2718.1269018684634,98.04062512584255
fraxinus americana,american ash,deciduous,49.258341,-123.240874,2748.403167215845,99.0019275123584
juglans x,walnut hybrid,deciduous,49.258325,-123.240932,2743.8431325374922,98.57661446992438
Acer platanoides,norway maple,deciduous,49.258436,-123.23828,2919.7647975530817,178.83251561845918
Acer platanoides,norway maple,deciduous,49.258859,-123.238826,2906.953251748588,118.6194928955199
Acer platanoides,norway maple,deciduous,49.258936,-123.238877,2907.724827524662,109.32155986601379
Acer platanoides,norway maple,deciduous,49.258907,-123.238686,2918.452585107145,118.7266413709824
Acer platanoides,norway maple,deciduous,49.258741,-123.238622,2913.8422424797295,137.1926433794763
Acer platanoides,norway maple,deciduous,49.258681,-123.23859,2912.744603104067,144.17181582433773
Acer platanoides,norway maple,deciduous,49.258575,-123.238433,2917.2492082214258,159.95400675131236
Acer platanoides,norway maple,deciduous,49.258558,-123.238351,2921.6160367515945,164.43762857073102
platanus x hispanica,london plane,deciduous,49.265325,-123.251738,2418.426298352757,-958.7074116596506
platanus x hispanica,london plane,deciduous,49.265235,-123.251999,2396.9634303669495,-958.85933036732
acer saccharum,sugar maple,deciduous,49.266293,-123.252815,2400.2044104897595,-1090.5712666145714
acer saccharum,sugar maple,deciduous,49.266221,-123.25276,2399.949710251239,-1081.626159680258
ulmus sp.,,deciduous,49.265144,-123.252269,2374.8709023466768,-959.2226857552188
quercus ilex,holm oak,deciduous,49.263978,-123.248643,2546.1542348953735,-720.3512833603413
Acer platanoides,norway maple,deciduous,49.260789,-123.251084,2222.145246266935,-491.7739162922104
Acer rubrum,red maple,deciduous,49.261,-123.252096,2168.3276560540808,-547.2332801608004
Acer rubrum,red maple,deciduous,49.260984,-123.252154,2163.76788239704,-547.6591628230024
malus domestica,apple,deciduous,49.260876,-123.25246,2138.472408580784,-547.5950783641446
magnolia hybrids,magnolia,deciduous,49.262759,-123.253066,2198.5050126062615,-752.9268551875598
Parrotia persica,persian ironwood,deciduous,49.260391,-123.25151,2173.9240102359527,-467.41889013615094
quercus rubra,northern red oak,deciduous,49.261715,-123.252181,2200.427479254997,-620.2130676516429
thuja plicata,western red-cedar,coniferous,49.261582,-123.25215,2195.430480758865,-606.1157370266533
thuja plicata,western red-cedar,coniferous,49.261605,-123.252194,2193.816770298103,-609.8817372776086
thuja plicata,western red-cedar,coniferous,49.261586,-123.252287,2186.855003415572,-611.2166861888084
magnolia stellata,star magnolia,deciduous,49.266612,-123.252533,2435.0403516154056,-1112.1357045757911
fake2,jdhfjfj,coniferous,49.256297,-123.238286,2807.0814176815393,388.23318114669917
magnolia sp.,magnolia,deciduous,49.266824,-123.252053,2476.9526178761803,-1116.411110025147
pinus nigra,black pine,coniferous,49.264636,-123.253818,2248.8636446092446,-962.6877712282796
acer x freemanii ,freeman's maple ,deciduous,49.270307,-123.25279,2612.620574019422,-1483.0159691434499
cedrus deodara ,deodar cedar ,coniferous,49.271229,-123.250062,2835.9518858900683,-1479.6085489275483
fraxinus pennsylvanica ,green ash,deciduous,49.270543,-123.25016,2793.6424290781874,-1415.7585712199573
cercidiphyllum japonicum ,katsura tree ,deciduous,49.261784,-123.244282,2710.611446048383,-355.49434226905305
thuja plicata ,western red cedar ,coniferous,49.271715,-123.248785,2943.351076687053,-1483.3476961778338
juniperus scopulorum 'blue arrow',blue arrow juniper ,coniferous,49.27049,-123.250898,2743.5404918849345,-1435.9265839216482
platanus x hispanica,london plane,deciduous,49.26417,-123.254095,2206.626638523934,-926.5490918505666
thuja plicata ,western red cedar ,coniferous,49.271927,-123.248806,2953.1376701605686,-1504.8423082649624
platanus x hispanica,london plane,deciduous,49.264127,-123.254232,2195.5832521189936,-927.0448634872247
cercidiphyllum japonicum ,katsura tree ,deciduous,49.27086,-123.248377,2924.6113763079106,-1385.5497348096226
thujopsis dolobrata ,asunaro,coniferous,49.268405,-123.251913,2568.9610719236066,-1266.5116495785592
tilia tomentosa ,silver linden,deciduous,49.263958,-123.244379,2818.544116112662,-571.8554109021536
fraxinus americana,white ash,deciduous,49.262898,-123.246416,2632.253342493239,-537.9901786197215
platanus x hispanica,london plane,deciduous,49.264546,-123.248334,2595.7971222762217,-765.3877950702597
tsuga heterophylla ,pacific hemlock,coniferous,49.26432,-123.248014,2604.449489452701,-732.2454865868557
cornus ssp ,dogwood ,deciduous,49.269974,-123.251962,2648.2205912014583,-1421.9319693852046
Acer circinatum,vine maple,deciduous,49.264518,-123.254269,2213.746506040008,-966.6275887173799
cornus 'eddie's white wonder',white wonder dogwood,deciduous,49.259621,-123.247938,2362.564151476101,-269.19594106986926
styrax japonicum ,japanese snowbell ,deciduous,49.270536,-123.252116,2667.8619869079757,-1482.2911479005882
acer x freemanii ,freeman's maple ,deciduous,49.269711,-123.252304,2612.4800273475653,-1407.915678996193
carpinus betulus ,european hornbeam ,deciduous,49.271025,-123.251356,2742.271816527569,-1504.087367021671
prunus yedoensis 'akebono',akebono cherry,deciduous,49.26971,-123.253416,2541.1290916493645,-1446.0341385058018
fagus sylvatica 'atropunicea',purple european beech,deciduous,49.262474,-123.245995,2636.9872266352286,-481.97517101206984
chamaecyparis pisifera 'filifera aurea',golden threadleaf falsecypress,coniferous,49.265146,-123.255815,2147.596956155673,-1081.299863617985
acer x freemanii ,freeman's maple ,deciduous,49.269761,-123.252347,2612.3489192659654,-1414.2926221576895
acer circinatum ,vine maple ,deciduous,49.269594,-123.250926,2694.6899191743605,-1349.0948214348382
acer x freemanii ,freeman's maple ,deciduous,49.270427,-123.25289,2612.511276935158,-1498.2106173286975
acer circinatum ,vine maple ,deciduous,49.27084,-123.248923,2888.552825938483,-1402.352182076571
acer x freemanii ,freeman's maple ,deciduous,49.269976,-123.252516,2612.8046897401314,-1441.1670294900237
styrax japonicum ,japanese snowbell ,deciduous,49.270385,-123.250814,2743.4120572440406,-1422.7515521459807
pseudotsuga menziesii ,douglas-fir ,coniferous,49.271065,-123.249337,2873.824059002007,-1438.6253424377373
acer griseum ,paperbark maple,deciduous,49.270424,-123.252068,2665.0575034141125,-1469.667415511699
thuja plicata ,western red cedar ,coniferous,49.270916,-123.249334,2866.191673134958,-1423.922416789708
prunus serrulata ,flowering cherry ,deciduous,49.270774,-123.252075,2682.9901846561797,-1504.202228889573
cornus ssp.,dogwood,deciduous,49.270064,-123.252006,2650.1260906395073,-1432.2626151025818
pinus nigra,black pine,coniferous,49.264677,-123.249259,2543.3601806937086,-810.0137543979016
quercus coccinea,scarlet oak,deciduous,49.265009,-123.249531,2543.3531186354667,-851.8929099240667
Acer rubrum,red maple,deciduous,49.265179,-123.247015,2713.6197947194814,-782.084182431229
quercus rubra ,red oak,deciduous,49.265186,-123.24603,2777.1515069335037,-748.9205161987735
quercus rubra ,red oak,deciduous,49.2652,-123.245899,2786.287195172021,-745.790585300974
Acer palmatum,japanese maple,deciduous,49.266544,-123.259162,2006.4173211408734,-1333.3250377399447
pinus nigra,black pine,coniferous,49.26427,-123.252755,2297.8050217396153,-890.2894291196153
robinia pseudoacacia ,black locust ,deciduous,49.270835,-123.249655,2841.3562895999694,-1427.0163313789678
thuja occidentalis,arborvitae,coniferous,49.264842,-123.254536,2213.6426026414733,-1007.5510658779051
acer palmatum 'atropurpureum',red japanese maple ,deciduous,49.27048,-123.251334,2715.0602784796247,-1449.9300071622486
acer circinatum ,vine maple ,deciduous,49.270897,-123.249484,2855.576292524752,-1427.215225868702
thuja plicata ,western red cedar ,coniferous,49.271708,-123.248874,2937.277106923617,-1485.7200577101569
acer platanoides 'emerald queen',norway maple 'emerald queen',deciduous,49.260722,-123.245034,2606.619849831527,-277.27385821800385
cercidiphyllum japonicum ,katsura tree ,deciduous,49.271325,-123.248663,2930.692776771769,-1440.9409640823465
prunus serrulata ,flowering cherry ,deciduous,49.2637,-123.248646,2531.362956850477,-693.2143213036172
pinus monticola,western white pine,coniferous,49.264325,-123.247557,2634.0178956182476,-717.0298275944276
Acer circinatum,vine maple,deciduous,49.261794,-123.253096,2145.8996444055,-659.4046734181834
ligustrum ssp.,privet,deciduous,49.264967,-123.248434,2611.492814468413,-810.0766108254035
magnolia hybrid,magnolia,deciduous,49.262819,-123.252922,2210.890364541472,-753.8562273650823
magnolia hybrids,magnolia,deciduous,49.262846,-123.25285,2216.925477249441,-754.0269757817385
magnolia hybrids,magnolia,deciduous,49.262868,-123.252784,2222.313233245657,-753.9140482313148
magnolia hybrids,magnolia,deciduous,49.262896,-123.252708,2228.657365103169,-754.0453055867152
magnolia hybrids,magnolia,deciduous,49.262919,-123.252633,2234.674771962352,-753.7210272234807
magnolia hybrids,magnolia,deciduous,49.262946,-123.252567,2240.3251175038827,-754.0980341005387
magnolia hybrids,magnolia,deciduous,49.262973,-123.252488,2246.8091008501624,-754.0282156709387
chionanthus virginicus,white fringe tree,deciduous,49.261833,-123.250727,2299.866985060463,-581.7988621670369
hamamelis  sp.,witch-hazel,deciduous,49.261298,-123.250251,2302.2960878051467,-513.0165749379773
sorbus aria,whitebeam,deciduous,49.262317,-123.251172,2296.7482229757134,-644.5183060808642
quercus rubra,northern red oak,deciduous,49.26225,-123.251453,2275.209692483889,-647.6116655745601
sorbus aria,whitebeam,deciduous,49.262296,-123.251593,2268.6476531220837,-656.9309055027139
prunus serrulata sato zakura group,japanese flowering cherry,deciduous,49.262469,-123.251701,2270.807496549076,-677.5941990642402
prunus serrulata sato zakura group,japanese flowering cherry,deciduous,49.262514,-123.251784,2267.8482537543905,-684.8562866717466
nyssa sylvatica,tupelo,deciduous,49.262773,-123.253336,2181.926234329088,-763.5791594279085
magnolia hybrids,magnolia,deciduous,49.262801,-123.253573,2168.198940290302,-774.4689748417125
callitropsis nootkatensis,alaskan yellow-cedar,coniferous,49.266771,-123.251741,2494.1750557956557,-1100.4950048418264
chamaecyparis lawsoniana 'wisselii',wissel's lawson cypress,coniferous,49.266584,-123.253135,2394.96876431026,-1130.082580295211
ginkgo biloba ,ginkgo ,deciduous,49.264369,-123.245018,2799.147374622376,-634.0874465343558
cornus mas,cornelian-cherry dogwood,deciduous,49.265165,-123.251015,2456.384953399361,-918.1810926582039
pyrus calleryana,callery pear,deciduous,49.271591,-123.24978,2873.043425362508,-1505.388600825489
styrax japonicum ,japanese snowbell ,deciduous,49.270908,-123.250159,2812.874916347589,-1451.4886949526676
fraxinus angustifolia ,narrow-leaved ash ,deciduous,49.270724,-123.250325,2792.5685101742074,-1439.163960464235
acer palmatum ,japanese maple ,deciduous,49.262141,-123.242825,2822.7962446551337,-340.4070837266331
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269635,-123.250801,2704.8579039402243,-1348.8164722352037
larix kaempferi 'diane',japanese larch,coniferous,49.262995,-123.245725,2681.6601057000926,-523.7479223340304
picea omorika ,serbian spruce ,coniferous,49.26276,-123.245592,2677.8494355035937,-496.15010005597753
Acer rubrum,red maple,deciduous,49.262222,-123.251144,2293.554659084287,-634.247429762148
Acer circinatum,vine maple,deciduous,49.26509,-123.24695,2713.1144192955935,-771.1295821246629
ilex aquifolium ,english holly ,deciduous,49.270962,-123.248564,2917.9777818798057,-1401.9701475704474
quercus palustris ,pin oak,deciduous,49.264243,-123.248848,2546.9245721844286,-753.3628901439417
cercidiphyllum japonicum ,katsura tree ,deciduous,49.270756,-123.249626,2839.06697476666,-1418.2789451587923
picea omorika ,serbian spruce ,coniferous,49.269099,-123.251634,2623.2978729366214,-1324.9239697013122
Liquidambar styraciflua,sweet gum,deciduous,49.262284,-123.244143,2745.779798662731,-399.7120122426584
cercidiphyllum japonicum ,katsura tree ,deciduous,49.270277,-123.252101,2655.221418426275,-1456.397916553607
parrotia persica ,persian ironwood ,deciduous,49.271139,-123.251082,2765.8266579162705,-1505.8415627685413
acer palmatum 'atropurpureum',red japanese maple ,deciduous,49.270573,-123.251104,2734.6913035233556,-1451.1385045888865
thuja plicata ,western red cedar ,coniferous,49.271035,-123.249298,2874.7491778346057,-1434.3456064323968
prunus serrulata ,japanese cherry ,deciduous,49.268567,-123.249497,2732.3823315279815,-1199.3561050243834
Acer palmatum,japanese maple,deciduous,49.268846,-123.258292,2183.1168373444725,-1528.9674367067737
Picea abies,norway spruce,coniferous,49.268746,-123.258453,2167.541494358013,-1524.7035088999824
Acer palmatum,japanese maple,deciduous,49.268571,-123.257274,2233.942649915064,-1467.0321702722772
Acer palmatum,japanese maple,deciduous,49.26855,-123.257262,2233.609020455174,-1464.5621291530044
liriodendron tulipifera,tulip tree,deciduous,49.268406,-123.257214,2229.122997602549,-1448.8031631832905
ginkgo biloba,ginkgo,deciduous,49.269078,-123.256997,2278.3331491142258,-1507.1871360114537
Acer palmatum,japanese maple,deciduous,49.269041,-123.256806,2288.6359439361695,-1496.9969715250147
fraxinus americana,american ash,deciduous,49.267915,-123.25801,2152.2956254977817,-1428.0555653431102
Parrotia persica,persian ironwood,deciduous,49.267891,-123.258029,2149.816767144112,-1426.357144944584
Acer palmatum,japanese maple,deciduous,49.268016,-123.257469,2192.288218859822,-1419.355900780213
prunus serrulata,japanese flowering cherry,deciduous,49.26789,-123.257241,2200.288817182637,-1399.1735426899359
carpinus betulus,european hornbeam,deciduous,49.267843,-123.257468,2183.2654200988054,-1402.3710220548692
carpinus betulus,european hornbeam,deciduous,49.267871,-123.257557,2179.0296717445526,-1408.173611473377
prunus yedonensis 'akebono',japanese flowering cherry,deciduous,49.267176,-123.256147,2232.9318106096307,-1291.6125438329987
lagerstroemia sp.,crape myrtle,deciduous,49.267264,-123.255621,2271.2805450910755,-1282.155403647092
Acer palmatum,japanese maple,deciduous,49.26731,-123.255506,2281.0703134984387,-1282.7098381374437
thuja plicata,western red-cedar,coniferous,49.266537,-123.25569,2228.6719507316707,-1213.2948266550707
thuja plicata,western red-cedar,coniferous,49.266518,-123.255746,2224.08328263687,-1213.3580159397022
chamaecyparis lawsoniana 'wisselii',wissel's lawson cypress,coniferous,49.266573,-123.253187,2391.0567423492607,-1130.7919956155822
quercus frainetto,hungarian oak,deciduous,49.267167,-123.253215,2420.4582248144507,-1189.95609100801
acer glabrum,rocky mountain maple,deciduous,49.266628,-123.253981,2343.0333030552697,-1163.4708666902272
acer glabrum,rocky mountain maple,deciduous,49.26665,-123.253998,2343.0987121058024,-1166.2107714930305
cornus 'eddie's white wonder','eddie's white wonder',deciduous,49.266686,-123.253849,2354.5434562406326,-1164.6169557109647
acer glabrum,rocky mountain maple,deciduous,49.266692,-123.253817,2356.9104453560303,-1164.105002486116
Acer circinatum,vine maple,deciduous,49.26671,-123.253774,2360.6130115430324,-1164.3907666498778
Abies grandis,grand fir,coniferous,49.26696,-123.253376,2399.2631605482215,-1175.2071669016032
acer pseudoplatanus,sycamore maple,deciduous,49.261172,-123.247633,2463.5717505536895,-410.6901558574418
picea omorika,serbian spruce,coniferous,49.261249,-123.247544,2473.322853644815,-415.17630465092566
picea omorika,serbian spruce,coniferous,49.26124,-123.247499,2475.736121560953,-412.7478372963776
pinus monticola,western white pine,coniferous,49.262615,-123.248095,2509.720067057304,-567.9627022504851
betula pendula,european birch,deciduous,49.26319,-123.249619,2442.1848208051115,-676.6822365736936
betula pendula,european birch,deciduous,49.263157,-123.249713,2434.4238571390415,-676.679423743232
Alnus rubra,red alder,deciduous,49.262736,-123.250614,2354.535952998311,-666.3949213733451
picea omorika,serbian spruce,coniferous,49.265795,-123.250882,2497.9991275112384,-975.3401629491007
picea omorika,serbian spruce,coniferous,49.265778,-123.250898,2496.0803669490924,-974.2243229796587
picea omorika,serbian spruce,coniferous,49.265776,-123.25093,2493.9233884759697,-975.1281422579235
picea omorika,serbian spruce,coniferous,49.265793,-123.250939,2494.239068578868,-977.1031906694462
pyrus calleryana ,callery pear ,deciduous,49.271565,-123.249385,2897.003980720857,-1489.267506854274
chamaecyparis obtusa,hinoki falsecypress,coniferous,49.265221,-123.252468,2366.1543030768053,-973.6070327193432
cornus kousa,japanese dogwood,deciduous,49.264057,-123.256344,2056.477892706145,-992.7824809299453
thuja plicata ,western red cedar ,coniferous,49.270808,-123.249671,2838.912496167606,-1424.9205509529856
thuja plicata,western red-cedar,coniferous,49.262926,-123.250497,2372.016973546554,-680.9906763523076
thuja plicata ,western red cedar ,coniferous,49.270854,-123.249513,2851.4587363707815,-1423.998401169887
prunus serrulata ,japanese cherry ,deciduous,49.268602,-123.249395,2740.7606301749474,-1199.2803439052987
chamaecyparis pisifera 'filifera aurea',golden threadleaf falsecypress,coniferous,49.264876,-123.255587,2148.035531377468,-1047.0079613545045
Thuja plicata,western red cedar,coniferous,49.270749,-123.249839,2825.04237190452,-1424.9125655219432
ficus sp.,fig,deciduous,49.263042,-123.252569,2245.2386987765644,-763.5731572308252
acer x freemanii ,freeman's maple ,deciduous,49.266335,-123.248478,2680.5102143707372,-945.6335836433673
prunus serrulata ,flowering cherry ,deciduous,49.269828,-123.251169,2691.398250465375,-1380.3740215481662
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269338,-123.248608,2829.8737727851403,-1244.3529070622544
cornus ssp.,dogwood,deciduous,49.270085,-123.252072,2646.9972455313746,-1436.5884499612926
cedrus deodara ,deodar cedar ,coniferous,49.270991,-123.250693,2782.9954227909116,-1477.9720059565593
quercus macrocarpa ,bur oak ,deciduous,49.26674,-123.249405,2642.3363844781725,-1017.1752244962083
quercus rubra,red oak,deciduous,49.26491,-123.248789,2585.7350016371,-816.6916989263237
prunus serrulata ,flowering cherry ,deciduous,49.270589,-123.252106,2671.2866385135935,-1487.1406151034494
parrotia persica ,persian ironwood ,deciduous,49.271474,-123.25017,2841.893743994121,-1507.326153397215
cercidiphyllum japonicum ,katsura tree ,deciduous,49.270239,-123.252175,2648.481059611835,-1455.2176497851585
acer palmatum ,japanese maple ,deciduous,49.26985,-123.25189,2646.3247699539334,-1407.3076160585929
thuja plicata ,western red cedar ,coniferous,49.27086,-123.249434,2856.839096216011,-1421.871586168873
platanus x hispanica,london plane,deciduous,49.264097,-123.254316,2188.6212041965364,-926.992684289454
juniperus scopulorum 'blue arrow',blue arrow juniper ,coniferous,49.27041,-123.250838,2743.1861653863443,-1426.0259254301059
acer x freemanii ,freeman's maple ,deciduous,49.270056,-123.252585,2612.5821490806325,-1451.3769996192832
chamaecyparis pisifera 'filifera aurea',golden threadleaf falsecypress,coniferous,49.264962,-123.255649,2148.576937068641,-1057.5654543719465
Metasequoia glyptostroboides,dawn redwood,coniferous,49.269267,-123.254717,2434.44598203936,-1447.3414285618355
thuja plicata ,western red cedar ,coniferous,49.270925,-123.249239,2872.7554537943424,-1421.539760162218
magnolia stellata,star magnolia,deciduous,49.266575,-123.252634,2426.620875829247,-1111.9816192268624
prunus emarginata,bitter cherry ,deciduous,49.270933,-123.249844,2834.384669541665,-1443.1136474497898
acer palmatum ,japanese maple ,deciduous,49.271625,-123.248327,2967.990257145424,-1458.7910232202903
fraxinus americana ,white ash,deciduous,49.262974,-123.246514,2629.959553620481,-548.8051391379762
carpinus betulus ,european hornbeam ,deciduous,49.268962,-123.251941,2596.4184584377317,-1322.0508233344585
cornus florida ,flowering dogwood ,deciduous,49.26304,-123.245631,2690.051209078616,-524.9269888957778
parrotia persica ,persian ironwood ,deciduous,49.270687,-123.250699,2766.6456208311015,-1448.3908971243877
Acer circinatum,vine maple,deciduous,49.270995,-123.249095,2885.664385166481,-1423.450435479086
acer platanoides ,norway maple ,deciduous,49.270923,-123.248567,2915.737382344948,-1398.251781833489
picea omorika,serbian spruce,coniferous,49.265806,-123.250917,2496.3325007729372,-977.6208824297153
styrax japonicus,japanese snowbell,deciduous,49.265812,-123.251106,2484.528322531579,-984.7044215437442
Prunus serrulata,japanese cherry,deciduous,49.265645,-123.251268,2465.3699666291645,-973.9087932883962
acer saccharum,sugar maple,deciduous,49.266079,-123.252643,2399.9942380497932,-1063.6913160961456
acer saccharum,sugar maple,deciduous,49.266153,-123.252704,2399.9692209815557,-1073.038612572023
larix decidua,european larch,deciduous,49.265489,-123.252802,2358.8123604358375,-1011.3461278028908
Ilex aquifolium,english holly,deciduous,49.265582,-123.252897,2357.6050171765023,-1023.7237107631985
frangula purshiana,cascara,deciduous,49.26041,-123.247794,2413.2318996187437,-341.55790891409015
prunus virginiana,choke cherry,deciduous,49.260427,-123.247801,2413.675697069988,-343.4642634291273
cornus stolonifera,red-osier dogwood,deciduous,49.26055,-123.247728,2424.8163786767136,-353.00762868896186
sorbus aucuparia,european mountain ash,deciduous,49.260582,-123.247643,2431.9479624754285,-353.22181073774016
sorbus aucuparia,european mountain ash,deciduous,49.260591,-123.247606,2434.793441410046,-352.8320301261224
Ulmus americana,american elm,deciduous,49.265868,-123.250444,2529.9188531886416,-967.4397931342803
arbutus ,arbutus ,deciduous,49.270706,-123.252235,2669.160312757759,-1503.0379086174626
quercus robur ,european oak ,deciduous,49.265012,-123.249113,2570.314905094825,-837.8212304016891
prunus serrulata ,japanese cherry ,deciduous,49.268537,-123.24959,2724.84368749209,-1199.6125181218285
fraxinus angustifolia ,narrow-leaved ash ,deciduous,49.270177,-123.250141,2775.6397846673945,-1379.2431713924284
robinia pseudoacacia ,black locust ,deciduous,49.270833,-123.249892,2826.0554774895872,-1434.964606944613
acer circinatum ,vine maple ,deciduous,49.269288,-123.251716,2627.9660641537293,-1346.2609791189757
parrotia persica ,persian ironwood ,deciduous,49.271433,-123.250134,2842.048769380202,-1502.071675113095
acer platanoides 'emerald queen',norway maple 'emerald queen',deciduous,49.260872,-123.245159,2606.4797110795116,-296.2679558147245
cornus ,dogwood ,deciduous,49.270722,-123.249681,2833.75499346223,-1416.8374595782627
acer platanoides ,norway maple ,deciduous,49.270792,-123.248524,2911.6151126818995,-1383.938011210158
robinia pseudoacacia ,black locust ,deciduous,49.270838,-123.249879,2827.15157929652,-1435.0078003822343
cercidiphyllum japonicum ,katsura tree ,deciduous,49.270714,-123.249711,2831.4113474730902,-1417.084495459838
alnus rubra ,red alder ,deciduous,49.270905,-123.24901,2886.3880453155507,-1411.7108521997532
platanus x hispanica,london plane,deciduous,49.264518,-123.248422,2588.683648641492,-765.6684888477478
thuja occidentalis,arborvitae,coniferous,49.264933,-123.254856,2197.9028276937247,-1027.4665019634547
fraxinus angustifolia ,narrow-leaved ash ,deciduous,49.270413,-123.250525,2763.4124482814514,-1415.5636434539813
tsuga heterophylla ,pacific hemlock ,coniferous,49.264458,-123.246305,2721.288800771106,-687.0359380739541
acer macrophylla ,big leaf maple ,deciduous,49.270902,-123.249562,2850.837723513073,-1430.3855171778464
cornus kousa,japanese dogwood,deciduous,49.264672,-123.254404,2213.1781653555263,-986.3570376160611
acer rubrum ,red maple ,deciduous,49.271275,-123.250848,2787.972178083658,-1511.1261036181952
acer palmatum 'atropurpureum',red japanese maple ,deciduous,49.27061,-123.250914,2748.816664522137,-1448.2345505669678
acer palmatum ,japanese maple ,deciduous,49.261951,-123.24338,2777.2268912827076,-340.86124600607286
thuja plicata,pacific red-cedar,coniferous,49.270243,-123.254535,2497.3765112579713,-1536.7165453181985
cupressus nootkatensis,yellow cypress,coniferous,49.270315,-123.254566,2499.1704898799608,-1544.8366577251063
thuja plicata,western red-cedar,coniferous,49.270335,-123.254701,2491.565310613373,-1551.4360257634298
thuja plicata,western red-cedar,coniferous,49.270337,-123.254643,2495.3890621317128,-1549.6386214947058
Acer palmatum,japanese maple,deciduous,49.26944,-123.25525,2409.3580984863142,-1482.6111015249119
Acer palmatum,japanese maple,deciduous,49.26933,-123.255547,2384.5379669585645,-1482.0409596925142
thuja plicata,western red-cedar,coniferous,49.269949,-123.254567,2479.8833977114673,-1509.0096715890395
cornus nuttallii,pacific dogwood,deciduous,49.269603,-123.256395,2344.5063824911513,-1537.935592530629
pinus koraiensis,korean pine,coniferous,49.269632,-123.254835,2446.050755377538,-1487.1603000647888
Acer palmatum,japanese maple,deciduous,49.269054,-123.257171,2265.916328214127,-1510.8162265283809
Acer palmatum,japanese maple,deciduous,49.269175,-123.257119,2275.6059062829327,-1520.8845015975294
prunus serrulata 'autumnalis',japanese flowering cherry,deciduous,49.269137,-123.257717,2235.2686071423077,-1537.715458827527
styrax japonicus,japanese snowbell,deciduous,49.268122,-123.25652,2258.703405376519,-1397.1228143531334
betula pendula 'purpurea',purple european birch,deciduous,49.267543,-123.255714,2279.971445809696,-1312.6886439314594
Liquidambar styraciflua,sweet gum,deciduous,49.264741,-123.249494,2531.651683071421,-824.3612510099005
prunus cerasifera 'nigra',plum cherry,deciduous,49.264941,-123.248891,2580.82216312768,-823.2347107711829
quercus frainetto 'forest green',italian oak,deciduous,49.265572,-123.249234,2591.964065652004,-896.8515462398653
Acer platanoides,norway maple,deciduous,49.259915,-123.239978,2888.5097748773574,-24.446431078352816
cedrus atlantica 'glauca',,coniferous,49.269654,-123.253803,2513.3746704382656,-1453.8475193389895
Prunus serrulata,japanese cherry,deciduous,49.269361,-123.253561,2513.502479661951,-1416.8215721835327
quercus robur,pedunculate oak,deciduous,49.268836,-123.253093,2515.9365505900514,-1349.296380311873
amelanchier grandiflora,serviceberry,deciduous,49.265762,-123.25498,2233.492586884109,-1112.9553279727152
amelanchier grandiflora,serviceberry,deciduous,49.265786,-123.254908,2239.3698642977874,-1112.8321151488594
"fagus sylvatica ""dawyck""",,deciduous,49.265431,-123.254448,2250.2206183104654,-1062.2376365150067
Ilex,holly,deciduous,49.265072,-123.254414,2233.545542556315,-1025.893507846912
Ilex,holly,deciduous,49.265079,-123.254422,2233.4002125368356,-1026.8543556138197
Ilex,holly,deciduous,49.265086,-123.25443,2233.254882692302,-1027.8152033583779
Ilex,holly,deciduous,49.265093,-123.254438,2233.109553026159,-1028.7760510829737
Ilex,holly,deciduous,49.265099,-123.254445,2232.975824511536,-1029.6045450898516
Acer platanoides,norway maple,deciduous,49.259981,-123.240039,2888.062675574096,-33.01003881511906
Acer platanoides,norway maple,deciduous,49.260421,-123.240118,2906.0972350230304,-78.84107265227635
